repo,element_id,correctness,completeness,relevance,clarity,reasoning
conan,15,10,10,10,10,10
conan,16,10,10,10,10,10
conan,17,10,10,10,10,10
conan,18,9,10,10,9,10
conan,19,10,10,10,10,10
conan,20,10,10,10,10,10
conan,21,10,10,10,10,10
conan,22,9,8,10,9,9
conan,23,9,7,10,9,8
conan,24,10,10,10,10,10
conan,25,9,10,10,9,9
conan,26,10,10,10,10,10
conan,27,9,9,10,9,9
conan,28,9,10,10,9,10
conan,29,10,10,10,9,10
conan,30,10,10,10,10,10
conan,31,5,4,8,7,5
conan,32,10,10,10,10,10
conan,33,10,10,10,9,10
conan,34,10,10,10,10,10
conan,35,9,10,10,9,10
conan,36,9,9,10,9,10
conan,37,10,10,10,10,10
conan,38,8,10,10,9,10
conan,39,10,10,10,9,10
conan,40,10,10,10,10,10
conan,41,10,10,10,9,10
conan,42,10,10,10,9,10
conan,43,8,9,10,9,9
conan,44,9,10,10,9,10
conan,45,10,10,10,10,10
conan,46,10,10,10,10,10
conan,47,10,10,10,10,10
django,0,8,7,9,9,8
django,1,8,7,9,8,7
django,2,10,10,10,10,10
django,3,7,6,10,10,10
django,4,9,9,10,9,9
django,5,9,8,10,9,9
django,6,8,7,10,9,8
django,7,8,6,10,9,7
django,8,9,8,10,9,9
django,9,9,7,10,9,8
django,10,8,6,9,7,7
django,11,10,8,10,9,9
django,12,8,7,10,9,8
django,13,8,6,10,9,7
django,14,9,8,10,9,9
django,15,8,6,9,9,8
django,16,6,6,9,9,8
django,17,8,7,10,9,8
django,18,8,7,9,9,8
django,19,7,6,9,8,8
django,20,10,8,10,9,9
django,21,8,6,10,10,8
django,22,7,6,9,8,7
django,23,8,7,10,9,8
django,24,8,7,10,9,8
django,25,8,7,10,9,8
django,26,8,7,10,10,9
django,27,7,4,10,10,7
django,28,9,6,10,9,8
django,29,9,6,10,10,9
django,30,8,6,10,9,7
django,31,8,6,10,9,8
django,32,8,6,10,9,7
django,33,9,6,10,10,7
django,34,2,2,9,8,3
django,35,9,7,10,9,9
django,36,9,9,10,9,9
django,37,9,7,10,9,9
django,38,8,7,10,8,9
django,39,8,6,9,9,8
django,40,10,10,10,10,10
django,41,9,9,10,10,10
django,42,9,10,10,9,10
django,43,10,10,10,10,10
django,44,8,8,10,9,9
django,45,9,8,10,9,9
django,46,7,6,8,9,7
django,47,8,7,9,9,9
flask,0,6,5,9,9,8
flask,1,8,8,10,9,9
flask,2,6,5,8,9,7
flask,3,9,8,10,10,9
flask,4,10,10,10,10,10
flask,5,10,10,10,10,10
flask,6,9,9,10,10,10
flask,7,8,6,10,10,10
flask,8,8,7,10,9,9
flask,9,9,8,10,10,10
flask,10,10,9,10,10,10
flask,11,6,5,8,8,6
flask,12,9,8,10,9,10
flask,13,9,7,10,9,9
flask,14,9,8,10,10,10
flask,15,9,9,10,9,9
flask,16,9,8,10,10,10
flask,17,9,8,10,10,10
flask,18,9,8,10,9,9
flask,19,10,10,10,10,10
flask,20,9,8,10,9,9
flask,21,10,9,10,10,10
flask,22,8,6,10,9,8
flask,23,10,8,10,10,10
flask,24,9,9,10,10,10
flask,25,7,7,10,9,8
flask,26,8,7,10,9,9
flask,27,9,8,10,9,9
flask,28,8,7,10,9,9
flask,29,8,6,10,9,7
flask,30,9,7,10,9,8
flask,31,8,7,10,9,8
flask,32,2,4,9,9,4
flask,33,9,7,10,9,8
flask,34,9,8,10,9,9
flask,35,2,3,7,8,4
flask,36,8,6,10,9,9
flask,37,9,9,10,9,9
flask,38,9,8,10,10,10
flask,39,10,10,10,10,10
flask,40,8,7,10,9,9
flask,41,10,10,10,10,10
flask,42,9,8,10,9,9
flask,43,6,7,10,9,7
flask,44,8,8,10,9,9
flask,45,9,8,10,9,9
flask,46,2,2,10,9,2
flask,47,8,7,10,10,9
matplotlib,0,8,7,10,9,9
matplotlib,1,8,9,10,9,9
matplotlib,2,10,10,10,10,10
matplotlib,3,10,9,10,10,10
matplotlib,4,10,10,10,10,10
matplotlib,5,10,10,10,10,10
matplotlib,6,8,7,10,9,8
matplotlib,7,1,1,1,1,1
matplotlib,8,9,10,10,9,10
matplotlib,9,8,7,10,9,9
matplotlib,10,8,7,10,9,9
matplotlib,11,9,8,10,10,10
matplotlib,12,8,8,10,9,9
matplotlib,13,8,8,10,9,9
matplotlib,14,9,8,10,9,10
matplotlib,15,7,7,10,9,8
matplotlib,16,8,7,10,9,8
matplotlib,17,9,7,10,9,9
matplotlib,18,8,6,10,9,8
matplotlib,19,9,7,10,10,9
matplotlib,20,8,7,10,9,9
matplotlib,21,8,6,10,8,8
matplotlib,22,7,6,10,9,8
matplotlib,23,8,5,9,9,8
matplotlib,24,9,9,10,9,9
matplotlib,25,1,1,1,1,1
matplotlib,26,9,8,10,9,10
matplotlib,27,8,6,10,8,8
matplotlib,28,2,2,9,9,3
matplotlib,29,6,4,10,9,7
matplotlib,30,8,6,10,9,8
matplotlib,31,1,1,1,1,1
matplotlib,32,8,6,10,9,6
matplotlib,33,4,4,10,8,7
matplotlib,34,9,8,10,10,9
matplotlib,35,8,6,10,9,8
matplotlib,36,8,8,10,9,9
matplotlib,37,1,1,1,1,1
matplotlib,38,8,7,10,9,8
matplotlib,39,8,7,10,9,8
matplotlib,40,9,8,10,10,10
matplotlib,41,8,7,10,9,9
matplotlib,42,7,6,9,8,7
matplotlib,43,7,5,10,9,7
matplotlib,44,10,8,10,10,10
matplotlib,45,1,1,1,1,1
matplotlib,46,9,9,10,9,9
matplotlib,47,8,8,10,9,9
pylint,0,8,7,10,9,7
pylint,1,5,5,6,8,6
pylint,2,4,4,5,7,5
pylint,3,7,6,10,9,7
pylint,4,10,10,10,9,10
pylint,5,8,7,10,10,10
pylint,6,8,9,10,9,8
pylint,7,5,5,6,8,6
pylint,8,2,2,10,9,3
pylint,9,9,9,10,10,10
pylint,10,9,8,10,9,10
pylint,11,8,7,10,9,9
pylint,12,1,1,1,8,1
pylint,13,8,7,10,9,9
pylint,14,1,1,1,1,1
pylint,15,1,1,2,9,2
pylint,16,7,5,8,8,7
pylint,17,8,6,9,9,8
pylint,18,1,1,1,1,1
pylint,19,8,5,10,9,8
pylint,20,9,5,10,9,8
pylint,21,8,7,10,9,10
pylint,22,9,4,10,8,8
pylint,23,1,1,2,9,2
pylint,24,6,4,9,9,8
pylint,25,8,7,10,9,8
pylint,26,6,6,10,8,8
pylint,27,7,6,10,9,7
pylint,28,8,6,10,10,9
pylint,29,1,1,1,2,1
pylint,30,8,5,9,9,8
pylint,31,6,5,9,8,7
pylint,32,2,3,6,8,4
pylint,33,2,2,4,8,4
pylint,34,2,1,1,1,1
pylint,35,8,6,9,8,7
pylint,36,8,6,10,9,9
pylint,37,6,4,9,9,8
pylint,38,6,6,10,9,9
pylint,39,5,4,6,7,6
pylint,40,6,4,10,9,7
pylint,41,6,4,8,9,6
pylint,42,9,8,10,9,9
pylint,43,8,7,10,8,8
pylint,44,7,5,10,9,9
pylint,45,7,6,9,9,8
pylint,46,9,4,10,9,8
pylint,47,9,7,10,10,10
pytest,0,7,6,8,8,7
pytest,1,6,4,10,9,7
pytest,2,5,4,9,8,6
pytest,3,7,5,8,9,7
pytest,4,8,7,10,9,9
pytest,5,10,9,10,9,10
pytest,6,8,6,10,10,9
pytest,7,8,7,10,9,8
pytest,8,9,7,10,9,9
pytest,9,8,7,10,9,8
pytest,10,7,6,10,9,8
pytest,11,8,6,10,9,8
pytest,12,7,6,10,9,9
pytest,13,8,8,10,9,9
pytest,14,1,1,1,8,1
pytest,15,2,1,2,7,3
pytest,16,8,6,10,9,8
pytest,17,9,6,10,9,8
pytest,18,7,6,10,9,8
pytest,19,8,8,10,10,10
pytest,20,7,5,10,8,7
pytest,21,7,6,9,8,7
pytest,22,5,5,7,5,5
pytest,23,2,2,2,8,3
pytest,24,8,7,10,10,9
pytest,25,8,7,10,9,8
pytest,26,8,6,10,9,8
pytest,27,8,6,10,9,8
pytest,28,7,4,9,8,7
pytest,29,7,5,10,9,7
pytest,30,5,4,10,8,6
pytest,31,6,3,8,8,6
pytest,32,9,7,10,9,8
pytest,33,7,5,9,9,7
pytest,34,6,4,8,7,5
pytest,35,1,1,1,4,1
pytest,36,8,7,10,9,8
pytest,37,7,5,10,8,7
pytest,38,1,1,1,1,1
pytest,39,7,6,9,8,7
pytest,40,7,6,9,9,8
pytest,41,8,7,10,9,9
pytest,42,8,6,10,9,7
pytest,43,8,7,10,9,9
pytest,44,8,6,10,9,8
pytest,45,9,8,10,10,10
pytest,46,4,3,7,9,6
pytest,47,6,5,9,6,6
reflex,0,8,10,10,9,10
reflex,1,10,10,10,9,10
reflex,2,9,10,10,9,10
reflex,3,7,6,10,8,8
reflex,4,9,10,10,10,10
reflex,5,10,10,10,10,10
reflex,6,10,10,10,9,10
reflex,7,1,1,1,1,1
reflex,8,10,10,10,10,10
reflex,9,10,10,10,10,10
reflex,10,10,10,10,10,10
reflex,11,10,10,10,10,10
reflex,12,10,10,10,10,10
reflex,13,10,10,10,10,10
reflex,14,9,10,10,9,10
reflex,15,10,9,10,9,9
reflex,16,10,10,10,10,10
reflex,17,10,10,10,10,10
reflex,18,10,10,10,9,10
reflex,19,9,10,10,9,10
reflex,20,10,9,10,9,9
reflex,21,10,10,10,10,10
reflex,22,10,10,10,9,10
reflex,23,10,10,10,10,10
reflex,24,10,10,10,10,10
reflex,25,10,10,10,10,10
reflex,26,10,10,10,10,10
reflex,27,10,10,10,10,10
reflex,28,9,9,10,9,9
reflex,29,9,8,10,9,9
reflex,30,8,10,10,10,8
reflex,31,10,10,10,10,10
reflex,32,9,10,10,9,10
reflex,33,10,10,10,10,10
reflex,34,9,10,10,9,9
reflex,35,10,9,10,9,10
reflex,36,10,10,10,10,10
reflex,37,10,10,10,9,10
reflex,38,9,8,10,8,9
reflex,39,10,10,10,9,10
reflex,40,10,10,10,10,10
reflex,41,10,10,10,10,10
reflex,42,10,10,10,10,10
reflex,43,10,10,10,10,10
reflex,44,10,10,10,10,10
reflex,45,9,8,10,9,9
reflex,46,10,10,10,10,10
reflex,47,10,10,10,10,10
requests,0,1,1,1,9,1
requests,1,9,9,9,9,10
requests,2,6,6,10,9,7
requests,3,8,6,9,9,7
requests,4,9,6,10,9,10
requests,5,8,8,10,10,10
requests,6,4,4,10,9,7
requests,7,8,6,10,9,8
requests,8,9,8,10,10,10
requests,9,7,6,10,10,8
requests,10,9,9,10,9,9
requests,11,8,5,10,9,8
requests,12,8,5,10,9,8
requests,13,9,8,10,10,9
requests,14,1,1,1,1,1
requests,14,1,1,1,1,1
requests,15,1,1,2,2,2
requests,16,9,7,10,9,8
requests,18,8,5,10,9,8
requests,19,2,1,2,8,1
requests,20,8,6,10,9,9
requests,21,9,6,10,10,8
requests,22,1,1,1,1,1
requests,23,6,4,10,8,6
requests,24,1,1,1,1,1
requests,25,10,9,10,10,10
requests,26,8,9,10,9,9
requests,27,9,9,10,9,9
requests,28,7,5,10,8,7
requests,29,9,6,10,9,8
requests,30,8,6,10,9,7
requests,31,8,5,10,9,6
requests,32,8,7,10,10,8
requests,33,8,6,10,9,8
requests,34,8,4,10,8,8
requests,35,8,6,10,9,8
requests,36,8,7,10,9,8
requests,37,7,6,10,8,8
requests,38,2,1,2,8,3
requests,39,6,5,10,9,7
requests,40,8,7,10,10,8
requests,41,9,7,10,10,9
requests,42,8,7,10,9,9
requests,43,10,9,10,10,10
requests,44,1,1,1,10,1
requests,45,9,7,10,9,9
requests,46,1,1,10,1,9
requests,47,8,7,10,10,8
scikit-learn,0,5,5,10,8,6
scikit-learn,1,10,10,10,10,10
scikit-learn,2,9,7,10,9,9
scikit-learn,3,7,5,9,8,7
scikit-learn,4,9,6,10,9,8
scikit-learn,5,10,7,10,9,9
scikit-learn,6,8,6,10,9,8
scikit-learn,7,8,6,10,10,8
scikit-learn,8,8,6,10,9,8
scikit-learn,9,1,1,2,8,3
scikit-learn,10,1,1,2,9,2
scikit-learn,11,9,6,10,9,8
scikit-learn,12,8,6,10,9,8
scikit-learn,13,6,6,9,8,7
scikit-learn,14,8,6,10,9,8
scikit-learn,15,8,6,10,9,8
scikit-learn,16,8,7,10,9,8
scikit-learn,17,8,6,10,9,8
scikit-learn,18,9,6,10,10,8
scikit-learn,19,1,1,1,1,1
scikit-learn,20,8,6,10,9,8
scikit-learn,21,8,7,10,9,9
scikit-learn,22,8,5,10,9,8
scikit-learn,23,8,5,10,8,7
scikit-learn,24,8,6,10,8,8
scikit-learn,25,1,1,1,3,1
scikit-learn,26,7,4,10,9,7
scikit-learn,27,8,5,10,9,7
scikit-learn,28,8,4,8,8,7
scikit-learn,29,9,6,10,10,9
scikit-learn,30,9,6,10,9,8
scikit-learn,31,8,7,10,9,9
scikit-learn,32,9,6,10,10,9
scikit-learn,33,8,5,10,9,7
scikit-learn,34,4,3,8,7,5
scikit-learn,35,8,6,10,9,7
scikit-learn,36,2,1,2,8,2
scikit-learn,37,9,6,10,8,8
scikit-learn,38,2,1,2,8,3
scikit-learn,39,8,6,7,9,8
scikit-learn,40,8,6,10,9,8
scikit-learn,41,1,1,1,9,1
scikit-learn,42,8,6,10,9,8
scikit-learn,43,8,6,9,8,8
scikit-learn,44,8,6,10,9,8
scikit-learn,45,8,4,10,9,8
scikit-learn,46,8,6,10,9,8
scikit-learn,47,8,6,10,9,9
sphinx,0,5,5,9,7,7
sphinx,1,7,6,10,9,7
sphinx,2,7,7,9,8,8
sphinx,3,2,1,3,9,8
sphinx,4,3,2,6,7,3
sphinx,5,7,6,10,9,8
sphinx,6,8,7,10,9,9
sphinx,7,8,7,10,10,9
sphinx,8,9,8,10,9,9
sphinx,9,8,7,10,9,9
sphinx,10,9,9,10,9,9
sphinx,11,8,6,10,8,7
sphinx,12,8,7,10,9,9
sphinx,13,9,8,10,9,9
sphinx,14,8,8,10,10,10
sphinx,15,8,8,10,9,9
sphinx,16,8,5,8,9,7
sphinx,17,7,5,5,8,4
sphinx,18,9,6,10,9,8
sphinx,19,5,3,9,9,5
sphinx,20,7,6,10,9,7
sphinx,21,8,7,10,8,8
sphinx,22,6,4,8,9,6
sphinx,23,9,7,10,10,9
sphinx,24,5,4,9,8,7
sphinx,25,8,7,10,9,8
sphinx,26,3,2,8,9,8
sphinx,27,8,6,9,9,8
sphinx,28,6,4,8,9,7
sphinx,29,4,3,10,9,6
sphinx,30,7,6,10,9,8
sphinx,31,5,4,10,8,7
sphinx,32,7,4,10,9,7
sphinx,33,1,1,1,1,1
sphinx,34,8,6,9,9,7
sphinx,35,2,2,8,8,3
sphinx,36,6,6,9,8,7
sphinx,37,8,7,10,9,9
sphinx,38,8,6,10,9,9
sphinx,39,8,6,10,9,8
sphinx,40,9,7,10,10,10
sphinx,41,7,6,9,8,8
sphinx,42,8,5,10,7,7
sphinx,43,7,6,10,9,8
sphinx,44,9,6,10,9,9
sphinx,45,7,6,10,9,8
sphinx,46,8,7,9,7,8
sphinx,47,9,6,10,9,8
sqlfluff,0,7,6,10,9,8
sqlfluff,1,8,6,9,9,8
sqlfluff,2,8,7,10,9,9
sqlfluff,3,5,5,8,8,6
sqlfluff,4,8,5,10,9,8
sqlfluff,5,8,6,10,10,9
sqlfluff,6,6,5,9,8,7
sqlfluff,7,8,7,10,9,8
sqlfluff,8,7,6,10,10,9
sqlfluff,9,6,4,9,9,7
sqlfluff,10,7,6,10,9,8
sqlfluff,11,5,5,9,8,7
sqlfluff,12,8,7,10,9,8
sqlfluff,13,8,7,10,9,8
sqlfluff,14,8,6,10,10,8
sqlfluff,15,6,6,9,9,8
sqlfluff,16,8,7,10,9,8
sqlfluff,17,9,6,10,9,8
sqlfluff,18,8,6,10,9,8
sqlfluff,19,8,7,9,9,9
sqlfluff,20,7,5,10,9,8
sqlfluff,21,8,7,10,9,9
sqlfluff,22,1,1,1,1,1
sqlfluff,23,4,4,8,8,5
sqlfluff,24,8,7,10,9,9
sqlfluff,25,8,7,10,10,8
sqlfluff,26,6,5,10,8,6
sqlfluff,27,6,6,9,8,7
sqlfluff,28,4,3,10,9,8
sqlfluff,29,8,6,10,8,9
sqlfluff,30,6,4,10,9,5
sqlfluff,31,6,4,10,8,7
sqlfluff,32,3,2,10,9,6
sqlfluff,33,5,4,10,9,7
sqlfluff,34,8,6,10,9,8
sqlfluff,35,4,3,8,8,6
sqlfluff,36,8,7,10,9,9
sqlfluff,37,6,5,8,8,7
sqlfluff,38,10,8,10,10,10
sqlfluff,39,5,7,8,8,8
sqlfluff,40,6,4,9,8,7
sqlfluff,41,7,6,10,8,8
sqlfluff,42,4,4,5,8,5
sqlfluff,43,8,8,10,9,8
sqlfluff,44,8,6,10,9,8
sqlfluff,45,7,6,10,9,8
sqlfluff,46,8,6,10,8,8
sqlfluff,47,4,3,5,8,4
streamlink,0,10,10,10,10,10
streamlink,1,10,9,10,9,10
streamlink,2,10,10,10,10,10
streamlink,3,9,9,10,9,9
streamlink,4,1,1,1,1,1
streamlink,5,10,10,10,10,10
streamlink,6,10,10,10,10,10
streamlink,7,10,10,10,10,10
streamlink,8,10,10,10,10,10
streamlink,9,10,10,10,9,10
streamlink,10,10,10,10,9,10
streamlink,11,9,10,10,9,10
streamlink,12,10,10,10,10,10
streamlink,13,10,10,10,10,10
streamlink,14,8,6,9,8,7
streamlink,15,10,10,10,10,10
streamlink,16,10,10,10,9,10
streamlink,17,10,10,10,10,10
streamlink,18,9,10,10,9,10
streamlink,19,9,9,10,9,9
streamlink,20,10,10,10,10,10
streamlink,21,8,8,10,8,8
streamlink,22,10,10,10,10,10
streamlink,23,10,10,10,10,10
streamlink,24,10,10,10,10,10
streamlink,25,10,10,10,9,10
streamlink,26,2,2,3,9,4
streamlink,27,10,10,10,10,10
streamlink,28,10,10,10,10,10
streamlink,29,10,10,10,10,10
streamlink,30,10,10,10,10,10
streamlink,31,10,10,10,10,10
streamlink,32,10,10,10,10,10
streamlink,33,10,10,10,10,10
streamlink,34,9,8,10,9,9
streamlink,35,10,10,10,9,10
streamlink,36,10,10,10,10,10
streamlink,37,10,10,10,10,10
streamlink,38,10,10,10,10,10
streamlink,39,10,10,10,10,10
streamlink,40,10,10,10,10,10
streamlink,41,10,10,10,10,10
streamlink,42,1,1,1,1,1
streamlink,43,10,10,10,10,10
streamlink,44,9,7,10,8,7
streamlink,45,9,10,10,9,10
streamlink,46,10,10,10,10,10
streamlink,47,10,10,10,10,10
sympy,0,6,6,9,8,7
sympy,1,9,8,10,9,9
sympy,2,4,5,6,7,5
sympy,3,8,7,10,9,10
sympy,4,8,8,10,9,9
sympy,5,8,7,10,9,9
sympy,6,9,8,10,9,9
sympy,7,8,6,10,9,9
sympy,8,8,7,10,9,9
sympy,9,10,10,10,10,10
sympy,10,8,6,10,9,9
sympy,11,8,8,10,9,9
sympy,12,8,7,10,10,10
sympy,13,8,7,10,9,9
sympy,14,8,8,10,9,10
sympy,15,8,7,10,9,8
sympy,16,8,7,10,8,8
sympy,17,10,10,10,9,10
sympy,18,9,8,10,9,9
sympy,19,1,1,1,1,1
sympy,20,7,6,10,9,8
sympy,21,8,7,10,8,8
sympy,22,8,8,10,9,9
sympy,23,9,8,10,9,9
sympy,24,6,4,7,5,5
sympy,25,8,8,10,9,8
sympy,26,6,6,9,8,7
sympy,27,8,8,10,9,8
sympy,28,10,10,10,10,10
sympy,29,7,7,10,9,9
sympy,30,10,10,10,9,10
sympy,31,7,7,10,8,8
sympy,32,10,7,10,10,
sympy,33,3,3,9,6,3
sympy,34,9,6,10,9,9
sympy,35,8,6,9,8,7
sympy,36,7,7,10,9,9
sympy,37,8,6,10,8,7
sympy,38,8,7,10,9,9
sympy,39,8,7,9,8,7
sympy,40,6,5,9,9,7
sympy,41,7,6,9,8,7
sympy,42,7,6,10,8,7
sympy,43,9,7,10,9,8
sympy,44,8,6,10,9,8
sympy,45,7,6,10,7,7
sympy,46,8,7,10,9,8
sympy,47,7,6,10,8,7
xarray,0,10,9,10,10,10
xarray,1,8,7,10,8,8
xarray,2,5,4,8,8,6
xarray,3,8,8,10,8,9
xarray,4,9,8,10,10,10
xarray,5,8,7,10,9,9
xarray,6,1,1,1,1,1
xarray,7,9,7,10,9,9
xarray,8,9,8,10,9,9
xarray,9,9,7,10,9,9
xarray,10,8,7,10,9,9
xarray,11,8,8,10,10,10
xarray,12,10,10,10,10,10
xarray,13,1,1,1,1,1
xarray,14,9,10,10,10,10
xarray,15,10,10,10,10,10
xarray,16,8,7,9,8,8
xarray,17,10,9,10,10,10
xarray,18,8,7,10,9,8
xarray,19,10,8,10,10,10
xarray,20,1,1,1,1,1
xarray,21,8,7,10,9,8
xarray,22,9,8,10,10,10
xarray,23,10,9,10,9,10
xarray,24,5,5,9,9,7
xarray,25,6,5,9,8,7
xarray,26,10,10,10,10,10
xarray,27,10,9,10,9,10
xarray,28,8,7,10,9,8
xarray,29,6,6,7,7,
xarray,30,4,3,9,8,7
xarray,31,5,5,8,9,7
xarray,32,2,2,10,9,2
xarray,33,8,7,10,9,8
xarray,34,9,6,10,9,9
xarray,35,7,7,10,8,8
xarray,36,7,6,10,9,8
xarray,37,9,9,10,10,10
xarray,38,5,5,9,9,6
xarray,39,6,5,8,7,6
xarray,40,1,1,1,1,1
xarray,41,8,6,10,8,7
xarray,42,8,6,10,9,8
xarray,43,7,5,9,8,7
xarray,44,7,6,10,9,8
xarray,45,8,6,9,8,8
xarray,46,7,6,10,8,8
xarray,47,8,7,10,9,9
