repo,element_id,correctness,completeness,relevance,clarity,reasoning
django,46,8,6,9,7,7
django,47,9,8,10,9,9
flask,0,6,5,8,9,7
flask,1,8,7,10,9,8
flask,2,7,6,8,8,7
flask,3,9,8,10,9,9
flask,4,10,10,10,10,10
flask,5,9,8,10,9,9
flask,6,7,6,10,8,7
flask,7,9,7,10,9,9
flask,8,7,6,10,8,7
flask,9,9,8,10,9,9
flask,10,9,8,10,9,8
flask,11,6,5,10,8,6
flask,12,9,8,10,9,8
flask,13,8,7,10,9,8
flask,14,8,7,10,9,8
flask,15,9,8,10,9,9
flask,16,8,7,10,9,8
flask,17,8,8,10,9,8
flask,18,9,8,10,9,9
flask,19,9,8,10,9,9
flask,20,8,7,10,9,8
flask,21,8,7,10,9,8
flask,22,8,6,9,8,7
flask,23,9,8,10,9,9
flask,24,8,7,10,9,8
flask,25,7,7,9,7,7
flask,26,8,7,10,8,8
flask,27,7,7,10,8,7
flask,28,9,7,10,9,8
flask,29,7,5,10,9,7
flask,30,8,7,10,8,8
flask,31,8,7,10,9,8
flask,32,6,5,7,7,5
flask,33,8,6,10,9,7
flask,34,8,6,10,8,8
flask,35,6,4,8,6,4
flask,36,9,7,10,9,8
flask,37,9,8,10,9,9
flask,38,9,8,10,9,8
flask,39,10,10,10,10,10
flask,40,8,7,10,9,8
flask,41,9,8,10,8,8
flask,42,8,7,9,8,8
flask,43,8,8,9,8,8
flask,44,8,7,10,9,8
flask,45,9,8,10,9,9
flask,46,4,3,6,5,4
flask,47,9,7,10,9,9
matplotlib,0,8,7,10,8,9
matplotlib,1,8,8,9,8,9
matplotlib,2,9,9,10,9,9
matplotlib,3,9,9,10,9,10
matplotlib,4,8,7,10,8,8
matplotlib,5,8,9,10,9,8
matplotlib,6,9,7,10,8,8
matplotlib,7,1,1,1,1,1
matplotlib,8,9,8,10,9,9
matplotlib,9,8,7,9,8,8
matplotlib,10,8,6,9,9,7
matplotlib,11,9,8,10,9,8
matplotlib,12,8,7,10,8,8
matplotlib,13,8,7,10,9,8
matplotlib,14,8,6,10,8,8
matplotlib,15,7,6,9,8,7
matplotlib,16,8,6,10,9,7
matplotlib,17,8,7,10,9,8
matplotlib,18,8,7,10,9,8
matplotlib,19,7,6,10,8,7
matplotlib,20,8,7,10,8,8
matplotlib,21,6,6,7,8,7
matplotlib,22,7,6,9,8,7
matplotlib,23,7,6,10,8,7
matplotlib,24,7,7,8,7,7
matplotlib,25,1,1,1,1,1
matplotlib,26,9,8,10,7,8
matplotlib,27,7,6,8,7,7
matplotlib,28,6,4,8,8,3
matplotlib,29,6,4,8,8,6
matplotlib,30,6,4,10,9,6
matplotlib,31,1,1,1,1,1
matplotlib,32,8,6,10,8,7
matplotlib,33,4,4,10,8,7
matplotlib,34,8,6,10,8,7
matplotlib,35,8,6,10,8,8
matplotlib,36,8,8,10,9,9
matplotlib,37,1,1,1,2,1
matplotlib,38,7,6,8,8,7
matplotlib,39,8,7,10,9,8
matplotlib,40,8,7,10,8,8
matplotlib,41,7,6,8,8,8
matplotlib,42,6,5,10,7,6
matplotlib,43,7,5,9,8,7
matplotlib,44,8,7,10,8,8
matplotlib,45,1,1,1,1,1
matplotlib,46,7,6,8,7,7
matplotlib,47,8,8,10,8,8
pylint,0,8,7,10,9,7
pylint,1,6,4,5,7,5
pylint,2,6,5,5,7,4
pylint,3,7,6,9,8,7
pylint,4,9,10,10,9,9
pylint,5,7,6,10,8,8
pylint,6,6,6,7,8,6
pylint,7,6,4,5,3,5
pylint,8,4,3,4,5,2
pylint,9,8,7,10,7,8
pylint,10,8,7,9,8,8
pylint,11,7,7,10,8,7
pylint,12,1,1,1,8,1
pylint,13,8,6,10,8,8
pylint,14,2,1,3,2,1
pylint,15,1,1,1,2,1
pylint,16,6,4,6,7,6
pylint,17,8,6,10,8,8
pylint,18,2,1,3,5,2
pylint,19,6,4,10,8,6
pylint,20,7,5,10,8,7
pylint,21,7,5,9,8,7
pylint,22,6,5,10,7,6
pylint,23,2,1,3,6,2
pylint,24,6,4,8,8,6
pylint,25,8,6,9,9,7
pylint,26,6,6,8,7,7
pylint,27,7,6,9,8,7
pylint,28,7,4,10,9,7
pylint,29,1,1,1,2,1
pylint,30,9,6,10,9,9
pylint,31,6,4,10,7,7
pylint,32,4,2,5,6,4
pylint,33,2,4,6,8,3
pylint,34,2,4,6,5,4
pylint,35,8,6,10,8,7
pylint,36,7,6,10,8,7
pylint,37,6,4,6,7,5
pylint,38,6,6,10,9,9
pylint,39,4,3,6,5,4
pylint,40,6,4,8,8,7
pylint,41,4,3,7,8,5
pylint,42,7,6,7,7,8
pylint,43,6,5,7,6,6
pylint,44,7,5,8,9,8
pylint,45,7,6,10,8,7
pylint,46,6,4,7,7,6
pylint,47,8,6,10,8,8
pytest,0,6,5,8,7,6
pytest,1,6,6,8,7,7
pytest,2,6,4,7,7,5
pytest,3,5,4,6,7,5
pytest,4,9,8,10,9,8
pytest,5,9,7,10,9,8
pytest,6,9,8,10,9,9
pytest,7,8,6,9,9,8
pytest,8,8,7,10,8,8
pytest,9,7,6,8,7,7
pytest,10,6,5,10,8,7
pytest,11,7,6,9,8,7
pytest,12,7,6,10,8,8
pytest,13,8,7,10,8,8
pytest,14,2,1,3,4,2
pytest,15,2,1,2,4,2
pytest,16,7,5,9,8,7
pytest,17,8,7,9,9,8
pytest,18,7,6,9,8,7
pytest,19,8,7,10,9,8
pytest,20,8,6,10,8,7
pytest,21,7,5,9,8,7
pytest,22,4,4,6,5,5
pytest,23,4,2,4,7,5
pytest,24,7,6,8,7,7
pytest,25,7,6,9,8,7
pytest,26,7,6,8,7,7
pytest,27,6,5,8,7,7
pytest,28,6,4,8,7,5
pytest,29,6,4,10,8,6
pytest,30,6,5,8,7,6
pytest,31,6,2,6,7,4
pytest,32,9,7,10,8,8
pytest,33,8,6,10,8,7
pytest,34,8,6,7,7,7
pytest,35,1,1,2,4,1
pytest,36,7,6,9,8,8
pytest,37,6,4,10,8,7
pytest,38,1,1,1,1,1
pytest,39,8,6,9,8,7
pytest,40,7,6,10,8,7
pytest,41,7,6,8,8,7
pytest,42,7,6,9,7,7
pytest,43,8,6,10,8,8
pytest,44,7,5,10,9,7
pytest,45,8,6,10,9,8
pytest,46,2,2,3,4,2
pytest,47,6,5,9,6,6
reflex,0,8,9,10,8,9
reflex,1,9,8,10,8,9
reflex,2,9,10,10,9,9
reflex,3,7,6,9,6,7
reflex,4,9,7,10,8,8
reflex,5,9,10,10,10,10
reflex,6,9,10,10,9,10
reflex,7,1,1,1,1,1
reflex,8,9,10,10,9,10
reflex,9,9,9,10,8,9
reflex,10,8,7,9,8,8
reflex,11,9,9,10,9,9
reflex,12,9,8,10,8,9
reflex,13,9,10,10,9,10
reflex,14,8,9,10,9,9
reflex,15,8,8,10,9,9
reflex,16,9,10,10,9,9
reflex,17,9,10,10,9,9
reflex,18,9,10,10,8,9
reflex,19,9,8,10,8,9
reflex,20,8,8,10,8,9
reflex,21,8,7,10,8,8
reflex,22,8,8,10,7,8
reflex,23,9,10,10,10,10
reflex,24,9,10,10,9,9
reflex,25,9,10,10,9,10
reflex,26,9,10,10,9,10
reflex,27,9,8,10,9,9
reflex,28,8,9,10,8,9
reflex,29,8,7,10,8,9
reflex,30,9,10,10,9,10
reflex,31,9,9,10,9,9
reflex,32,9,10,10,9,10
reflex,33,9,9,10,9,9
reflex,34,8,7,10,8,8
reflex,35,9,9,10,8,8
reflex,36,9,8,10,8,9
reflex,37,9,8,10,9,9
reflex,38,9,8,10,8,9
reflex,39,9,8,10,8,9
reflex,40,8,8,10,8,9
reflex,41,10,10,10,9,10
reflex,42,9,10,10,9,10
reflex,43,9,10,10,9,10
reflex,44,10,10,10,10,10
reflex,45,9,10,10,8,9
reflex,46,9,8,10,8,9
reflex,47,9,10,10,8,9
requests,0,2,1,4,3,2
requests,1,9,9,9,9,10
requests,2,7,6,10,9,7
requests,3,7,6,9,9,7
requests,4,8,6,10,9,8
requests,5,8,7,10,9,8
requests,6,8,6,8,8,7
requests,7,8,6,10,8,8
requests,8,8,7,10,9,8
requests,9,7,6,10,8,7
requests,10,8,7,10,8,9
requests,11,7,5,10,8,8
requests,12,8,6,10,9,7
requests,13,7,6,9,8,7
requests,14,1,1,1,1,1
requests,14,1,1,1,1,1
requests,15,2,1,3,4,2
requests,16,8,6,10,8,8
requests,18,7,6,10,8,8
requests,19,5,3,6,6,4
requests,20,7,6,10,9,8
requests,21,8,6,10,9,8
requests,22,1,1,1,1,1
requests,23,7,4,10,8,6
requests,24,1,1,1,1,1
requests,25,9,8,10,9,9
requests,26,7,7,9,8,8
requests,27,8,7,10,8,8
requests,28,6,4,8,7,6
requests,29,8,6,10,10,7
requests,30,8,6,10,9,7
requests,31,8,6,10,8,7
requests,32,8,7,10,9,8
requests,33,8,7,10,8,7
requests,34,9,6,10,8,7
requests,35,7,5,9,9,6
requests,36,8,7,10,9,8
requests,37,7,6,10,8,8
requests,38,4,2,4,6,3
requests,39,6,4,7,6,5
requests,40,8,6,10,9,8
requests,41,8,7,10,8,8
requests,42,7,6,9,8,7
requests,43,8,7,9,9,8
requests,44,1,1,2,4,2
requests,45,7,6,10,8,8
requests,46,6,3,7,8,7
requests,47,8,6,10,9,8
scikit-learn,0,6,5,10,8,7
scikit-learn,1,9,9,10,8,9
scikit-learn,2,7,6,8,7,6
scikit-learn,3,7,5,9,8,7
scikit-learn,4,8,6,9,8,7
scikit-learn,5,9,6,10,8,7
scikit-learn,6,9,6,10,9,8
scikit-learn,7,8,6,10,9,8
scikit-learn,8,8,6,10,8,7
scikit-learn,9,4,2,5,8,6
scikit-learn,10,2,2,4,7,3
scikit-learn,11,8,6,10,9,8
scikit-learn,12,8,6,10,8,7
scikit-learn,13,7,4,10,8,6
scikit-learn,14,8,6,9,8,7
scikit-learn,15,7,5,10,8,7
scikit-learn,16,8,6,10,9,8
scikit-learn,17,9,7,10,9,8
scikit-learn,18,8,7,10,8,8
scikit-learn,19,2,1,2,4,2
scikit-learn,20,8,6,10,8,8
scikit-learn,21,9,7,10,9,9
scikit-learn,22,8,6,10,8,7
scikit-learn,23,7,5,8,7,7
scikit-learn,24,8,6,9,8,7
scikit-learn,25,2,2,4,6,3
scikit-learn,26,7,4,10,8,6
scikit-learn,27,7,4,10,8,6
scikit-learn,28,7,4,9,6,6
scikit-learn,29,8,5,10,9,7
scikit-learn,30,8,6,10,8,8
scikit-learn,31,8,6,10,9,8
scikit-learn,32,7,6,9,8,7
scikit-learn,33,8,4,8,7,6
scikit-learn,34,6,4,7,5,4
scikit-learn,35,7,5,9,7,6
scikit-learn,36,3,2,4,3,3
scikit-learn,37,6,5,8,7,7
scikit-learn,38,3,2,4,7,3
scikit-learn,39,6,5,5,8,6
scikit-learn,40,8,6,9,8,8
scikit-learn,41,2,1,4,7,3
scikit-learn,42,8,7,9,8,8
scikit-learn,43,8,7,10,8,8
scikit-learn,44,8,6,10,8,7
scikit-learn,45,8,6,10,9,8
scikit-learn,46,8,6,10,9,8
scikit-learn,47,8,6,10,9,9
sphinx,0,7,6,9,8,7
sphinx,1,6,4,10,8,6
sphinx,2,7,7,9,7,7
sphinx,3,3,2,4,7,3
sphinx,4,4,2,7,6,4
sphinx,5,6,5,8,7,6
sphinx,6,8,7,10,8,7
sphinx,7,8,7,10,8,9
sphinx,8,7,6,10,8,7
sphinx,9,8,7,10,8,8
sphinx,10,8,7,9,7,8
sphinx,11,6,5,7,6,6
sphinx,12,8,7,10,8,8
sphinx,13,8,8,10,9,9
sphinx,14,8,6,9,8,8
sphinx,15,8,7,10,9,9
sphinx,16,7,6,10,7,7
sphinx,17,7,5,8,7,6
sphinx,18,7,5,8,7,6
sphinx,19,6,3,7,7,5
sphinx,20,7,6,9,7,6
sphinx,21,8,7,10,8,8
sphinx,22,6,5,8,7,6
sphinx,23,7,6,10,9,8
sphinx,24,6,6,8,7,6
sphinx,25,7,6,10,8,7
sphinx,26,4,3,5,7,5
sphinx,27,7,6,10,8,8
sphinx,28,5,4,8,7,6
sphinx,29,6,4,7,8,6
sphinx,30,7,6,10,8,7
sphinx,31,6,4,9,7,6
sphinx,32,6,2,8,8,5
sphinx,33,1,1,1,1,1
sphinx,34,9,6,10,9,8
sphinx,35,6,4,7,8,5
sphinx,36,6,6,8,7,6
sphinx,37,8,7,10,8,8
sphinx,38,8,6,10,8,7
sphinx,39,8,7,10,9,8
sphinx,40,8,6,10,8,8
sphinx,41,6,4,9,8,6
sphinx,42,7,6,10,8,8
sphinx,43,7,6,8,7,7
sphinx,44,8,6,10,8,8
sphinx,45,8,6,10,8,7
sphinx,46,7,6,9,8,7
sphinx,47,8,6,10,8,8
sqlfluff,0,6,6,10,7,6
sqlfluff,1,6,5,7,7,6
sqlfluff,2,8,7,10,9,9
sqlfluff,3,7,6,9,8,7
sqlfluff,4,7,5,10,9,7
sqlfluff,5,8,6,10,9,8
sqlfluff,6,6,5,8,7,6
sqlfluff,7,7,6,10,8,8
sqlfluff,8,8,6,10,8,8
sqlfluff,9,6,5,9,8,6
sqlfluff,10,7,6,10,8,7
sqlfluff,11,7,5,9,8,7
sqlfluff,12,7,6,10,8,8
sqlfluff,13,6,5,7,8,7
sqlfluff,14,7,6,9,9,7
sqlfluff,15,6,5,8,7,7
sqlfluff,16,7,6,9,9,8
sqlfluff,17,7,6,9,8,7
sqlfluff,18,7,6,10,8,7
sqlfluff,19,8,6,10,8,7
sqlfluff,20,6,4,7,7,6
sqlfluff,21,7,5,10,9,7
sqlfluff,22,1,1,1,1,1
sqlfluff,23,6,4,7,7,6
sqlfluff,24,7,7,10,8,7
sqlfluff,25,6,5,7,8,6
sqlfluff,26,6,4,7,7,5
sqlfluff,27,6,6,8,7,6
sqlfluff,28,4,2,6,7,5
sqlfluff,29,7,6,10,8,8
sqlfluff,30,6,4,10,8,6
sqlfluff,31,4,2,5,6,5
sqlfluff,32,4,2,6,7,4
sqlfluff,33,4,2,7,8,4
sqlfluff,34,7,4,10,10,8
sqlfluff,35,4,3,8,8,6
sqlfluff,36,7,6,9,8,8
sqlfluff,37,6,4,7,6,5
sqlfluff,38,9,7,10,9,9
sqlfluff,39,6,5,10,8,7
sqlfluff,40,6,5,10,7,7
sqlfluff,41,8,6,9,8,7
sqlfluff,42,4,3,6,7,5
sqlfluff,43,6,6,8,8,7
sqlfluff,44,7,6,10,8,7
sqlfluff,45,6,5,8,7,6
sqlfluff,46,7,6,8,7,7
sqlfluff,47,6,4,5,7,5
streamlink,0,8,8,10,9,9
streamlink,1,7,8,10,8,8
streamlink,2,9,8,10,8,9
streamlink,3,9,9,10,8,9
streamlink,4,1,1,1,1,1
streamlink,5,9,10,10,9,10
streamlink,6,9,10,10,8,9
streamlink,7,10,10,10,9,10
streamlink,8,9,10,10,9,9
streamlink,9,10,10,10,10,10
streamlink,10,9,10,10,9,10
streamlink,11,9,10,10,8,9
streamlink,12,9,10,10,8,9
streamlink,13,9,9,10,8,9
streamlink,14,8,7,10,7,7
streamlink,15,10,10,10,10,10
streamlink,16,8,8,10,9,9
streamlink,17,10,10,10,10,10
streamlink,18,9,10,10,9,9
streamlink,19,7,6,10,6,7
streamlink,20,9,10,10,9,10
streamlink,21,8,7,10,8,9
streamlink,22,9,10,10,9,10
streamlink,23,10,10,10,9,10
streamlink,24,9,10,10,9,10
streamlink,25,8,10,10,8,8
streamlink,26,9,8,10,9,9
streamlink,27,10,10,10,10,10
streamlink,28,9,10,10,10,10
streamlink,29,8,9,10,9,9
streamlink,30,9,10,10,9,10
streamlink,31,9,10,10,9,9
streamlink,32,10,9,10,9,9
streamlink,33,9,9,10,8,9
streamlink,34,8,7,10,8,8
streamlink,35,9,8,10,8,9
streamlink,36,10,10,10,10,10
streamlink,37,10,9,10,9,10
streamlink,38,9,7,10,8,9
streamlink,39,10,10,10,10,10
streamlink,40,10,10,10,10,10
streamlink,41,10,10,10,10,10
streamlink,42,1,1,1,1,1
streamlink,43,9,8,10,9,9
streamlink,44,7,7,10,8,8
streamlink,45,9,10,10,8,9
streamlink,46,10,10,10,10,10
streamlink,47,10,10,10,10,10
sympy,0,6,5,7,7,6
sympy,1,8,7,10,9,9
sympy,2,6,5,7,8,7
sympy,3,8,7,10,8,8
sympy,4,8,6,10,8,8
sympy,5,8,8,10,9,9
sympy,6,8,6,10,8,8
sympy,7,8,6,10,8,7
sympy,8,8,6,10,8,8
sympy,9,8,7,10,8,8
sympy,10,8,6,10,9,9
sympy,11,7,6,8,7,7
sympy,12,8,8,10,9,8
sympy,13,8,7,10,8,8
sympy,14,8,7,9,8,8
sympy,15,7,6,10,8,8
sympy,16,7,6,10,8,7
sympy,17,6,6,8,5,7
sympy,18,8,7,10,8,9
sympy,19,2,1,3,6,4
sympy,20,8,6,10,8,7
sympy,21,7,6,8,6,7
sympy,22,7,6,8,8,8
sympy,23,8,7,10,8,8
sympy,24,6,4,7,6,5
sympy,25,7,6,8,8,7
sympy,26,6,5,7,7,5
sympy,27,6,5,7,6,5
sympy,28,10,10,10,10,10
sympy,29,7,7,10,9,9
sympy,30,10,10,10,9,10
sympy,31,7,7,10,8,8
sympy,32,8,6,10,9,7
sympy,33,4,2,7,6,4
sympy,34,9,6,10,9,8
sympy,35,8,6,9,8,7
sympy,36,7,6,9,8,7
sympy,37,7,6,7,6,6
sympy,38,7,6,10,8,7
sympy,39,8,7,9,8,7
sympy,40,6,5,9,9,7
sympy,41,6,5,7,7,6
sympy,42,7,6,10,8,7
sympy,43,9,7,10,9,8
sympy,44,8,6,10,8,7
sympy,45,7,6,8,6,5
sympy,46,7,6,10,8,8
sympy,47,7,6,10,8,7
xarray,0,10,9,10,10,10
xarray,1,8,7,10,8,8
xarray,2,5,4,8,8,6
xarray,3,8,7,10,9,8
xarray,4,8,8,10,9,8
xarray,5,8,8,9,8,8
xarray,6,1,1,1,1,1
xarray,7,9,7,10,9,9
xarray,8,9,8,10,9,9
xarray,9,8,7,10,8,8
xarray,10,7,7,10,8,8
xarray,11,9,8,10,9,8
xarray,12,8,7,10,9,8
xarray,13,1,1,1,1,1
xarray,14,8,8,10,8,8
xarray,15,9,8,10,8,9
xarray,16,9,8,10,8,8
xarray,17,9,8,10,9,9
xarray,18,7,7,10,8,7
xarray,19,8,7,9,8,8
xarray,20,1,1,1,1,1
xarray,21,8,7,10,8,8
xarray,22,8,7,10,9,9
xarray,23,8,7,10,8,9
xarray,24,6,4,10,9,6
xarray,25,6,5,9,8,7
xarray,26,10,10,10,10,10
xarray,27,9,8,10,8,9
xarray,28,8,7,10,8,7
xarray,29,7,6,10,8,7
xarray,30,4,3,6,7,5
xarray,31,6,5,9,8,7
xarray,32,2,2,6,8,3
xarray,33,6,5,10,4,6
xarray,34,8,4,10,9,7
xarray,35,6,6,8,7,6
xarray,36,7,6,9,8,7
xarray,37,8,8,10,8,8
xarray,38,7,6,8,7,7
xarray,39,6,5,8,7,6
xarray,40,1,1,1,1,1
xarray,41,6,5,7,7,6
xarray,42,6,5,8,8,7
xarray,43,6,5,10,8,7
xarray,44,7,6,9,8,7
xarray,45,8,6,9,8,8
xarray,46,6,5,8,7,7
xarray,47,8,6,10,8,7
